SYMBOL	group	notes	
PDCD1	Immune_Regulatory		
LAG3	Immune_Regulatory		
CD80	Immune_Regulatory		
CD86	Immune_Regulatory		
BTLA	Immune_Regulatory		
CD96	Immune_Regulatory		
CD226	Immune_Regulatory		
TIGIT	Immune_Regulatory		
PVRIG	Immune_Regulatory		
SIRPA	Immune_Regulatory		
SIRPG	Immune_Regulatory		
TNFRSF18	Immune_Regulatory		
ICOS	Immune_Regulatory		
TNFRSF9	Immune_Regulatory		
CD27	Immune_Regulatory		
TNFRSF4	Immune_Regulatory		
CD244	Immune_Regulatory		
CD40LG	Immune_Regulatory		
CD274	Immune_Regulatory		
PDCD1LG2	Immune_Regulatory		
CD80	Immune_Regulatory		
CD86	Immune_Regulatory		
ARG1	Immune_Regulatory		
TGFB1	Immune_Regulatory		
MARCO	Immune_Regulatory		
CCR2	Immune_Regulatory		
CSF1R	Immune_Regulatory		
VEGFA	Immune_Regulatory		
VEGFB	Immune_Regulatory		
TNFRSF10A	Immune_Regulatory		
TNFRSF10B	Immune_Regulatory		
THBS1	Immune_Regulatory		
PIK3CG	Immune_Regulatory		
EGF	TIME_regulation		
MMP9	TIME_regulation		
WNT7B	TIME_regulation		
ILF2	ColdTumor_ExclusionProgram_Short		
SOX4	ColdTumor_ExclusionProgram_Short		
SNHG29	ColdTumor_ExclusionProgram_Short		
PABPC1	ColdTumor_ExclusionProgram_Short		
RUVBL2	ColdTumor_ExclusionProgram_Short		
RPS24	ColdTumor_ExclusionProgram_Short		
CACYBP	ColdTumor_ExclusionProgram_Short		
PPA1	ColdTumor_ExclusionProgram_Short		
C1QBP	ColdTumor_ExclusionProgram_Short		
DARS	ColdTumor_ExclusionProgram_Short		
PAICS	ColdTumor_ExclusionProgram_Short		
SMARCA4	ColdTumor_ExclusionProgram_Short		
HSPA1A	HotTumor_ImmuneResponsive_Signature		
C4A	HotTumor_ImmuneResponsive_Signature		
CTSL1	HotTumor_ImmuneResponsive_Signature		
LAMP2	HotTumor_ImmuneResponsive_Signature		
TAPBP	HotTumor_ImmuneResponsive_Signature		
HLA-A	HotTumor_ImmuneResponsive_Signature		
HLA-B	HotTumor_ImmuneResponsive_Signature		
HLA-H	HotTumor_ImmuneResponsive_Signature		
CD59	HotTumor_ImmuneResponsive_Signature		
B2M	HotTumor_ImmuneResponsive_Signature		
HLA-C	HotTumor_ImmuneResponsive_Signature		
FGFR1	HotTumor_ImmuneResponsive_Signature		
HLA-G	HotTumor_ImmuneResponsive_Signature		
CARD16	HotTumor_ImmuneResponsive_Signature		
CD47	HotTumor_ImmuneResponsive_Signature		
AHNAK	HotTumor_ImmuneResponsive_Signature		
CAV2	HotTumor_ImmuneResponsive_Signature		
CTSD	HotTumor_ImmuneResponsive_Signature		
TIMP1	HotTumor_ImmuneResponsive_Signature		
SLC5A3	HotTumor_ImmuneResponsive_Signature		
CST3	HotTumor_ImmuneResponsive_Signature		
CD151	HotTumor_ImmuneResponsive_Signature		
HLA-E	HotTumor_ImmuneResponsive_Signature		
MIA	HotTumor_ImmuneResponsive_Signature		
CD58	HotTumor_ImmuneResponsive_Signature		
CTSB	HotTumor_ImmuneResponsive_Signature		
S100A6	HotTumor_ImmuneResponsive_Signature		
EMP1	HotTumor_ImmuneResponsive_Signature		
HLA-F	HotTumor_ImmuneResponsive_Signature		
TSC22D3	HotTumor_ImmuneResponsive_Signature		
KCNN4	HotTumor_ImmuneResponsive_Signature		
MT2A	HotTumor_ImmuneResponsive_Signature		
ADAM8	Macrophage_ColdTumor_ImmuneResistant_Signature		
ALDOA	Macrophage_ColdTumor_ImmuneResistant_Signature		
ANGPTL4	Macrophage_ColdTumor_ImmuneResistant_Signature		
C19orf59	Macrophage_ColdTumor_ImmuneResistant_Signature		
CD300E	Macrophage_ColdTumor_ImmuneResistant_Signature		
CD55	Macrophage_ColdTumor_ImmuneResistant_Signature		
CD82	Macrophage_ColdTumor_ImmuneResistant_Signature		
CDA	Macrophage_ColdTumor_ImmuneResistant_Signature		
CYTIP	Macrophage_ColdTumor_ImmuneResistant_Signature		
DDIT4	Macrophage_ColdTumor_ImmuneResistant_Signature		
DUSP6	Macrophage_ColdTumor_ImmuneResistant_Signature		
EIF1	Macrophage_ColdTumor_ImmuneResistant_Signature		
EMP3	Macrophage_ColdTumor_ImmuneResistant_Signature		
ENO2	Macrophage_ColdTumor_ImmuneResistant_Signature		
FLNA	Macrophage_ColdTumor_ImmuneResistant_Signature		
FXYD5	Macrophage_ColdTumor_ImmuneResistant_Signature		
GAPDH	Macrophage_ColdTumor_ImmuneResistant_Signature		
GPI	Macrophage_ColdTumor_ImmuneResistant_Signature		
IL8	Macrophage_ColdTumor_ImmuneResistant_Signature		
LGALS1	Macrophage_ColdTumor_ImmuneResistant_Signature		
LSP1	Macrophage_ColdTumor_ImmuneResistant_Signature		
MTHFS	Macrophage_ColdTumor_ImmuneResistant_Signature		
MYADM	Macrophage_ColdTumor_ImmuneResistant_Signature		
MYO1G	Macrophage_ColdTumor_ImmuneResistant_Signature		
PGAM1	Macrophage_ColdTumor_ImmuneResistant_Signature		
S100A10	Macrophage_ColdTumor_ImmuneResistant_Signature		
S100A12	Macrophage_ColdTumor_ImmuneResistant_Signature		
S100A4	Macrophage_ColdTumor_ImmuneResistant_Signature		
S100A6	Macrophage_ColdTumor_ImmuneResistant_Signature		
S100A8	Macrophage_ColdTumor_ImmuneResistant_Signature		
S100A9	Macrophage_ColdTumor_ImmuneResistant_Signature		
SLC11A1	Macrophage_ColdTumor_ImmuneResistant_Signature		
STK10	Macrophage_ColdTumor_ImmuneResistant_Signature		
STK17B	Macrophage_ColdTumor_ImmuneResistant_Signature		
TREM1	Macrophage_ColdTumor_ImmuneResistant_Signature		
VCAN	Macrophage_ColdTumor_ImmuneResistant_Signature		
VIM	Macrophage_ColdTumor_ImmuneResistant_Signature		
TOX	Tcell_infiltration		
IRF8	Tcell_infiltration		
ENG	Mesenchymal_Stem_Cell2_Adipose	CD105	
CD44	Mesenchymal_Stem_Cell2_Adipose		
NT5E	Mesenchymal_Stem_Cell2_Adipose	CD73	
THY1	Mesenchymal_Stem_Cell2_Adipose	CD90	
CD59	Mesenchymal_Stem_Cell2_Adipose		
ITGB1	Mesenchymal_Stem_Cell2_Adipose	CD29	
CD44	Mesenchymal_Stem_Cells1		
THY1	Mesenchymal_Stem_Cells1	CD90	major marker
ENG	Mesenchymal_Stem_Cells1	CD105	major marker
VCAM1	Mesenchymal_Stem_Cells1		
ALCAM	Mesenchymal_Stem_Cells1	CD166	adipocyte
ITGB1	Mesenchymal_Stem_Cells1		
ITGAV	Mesenchymal_Stem_Cells1		
NT5E	Mesenchymal_Stem_Cells1	CD73	major marker
ICAM1	Mesenchymal_Stem_Cells1		
CD58	Mesenchymal_Stem_Cells1		
ITGB3	Mesenchymal_Stem_Cells1		
SELL	Mesenchymal_Stem_Cells1		
ITGA5	Mesenchymal_Stem_Cells1		
ITGA4	Mesenchymal_Stem_Cells1		
ITGA3	Mesenchymal_Stem_Cells1		
ITGA2	Mesenchymal_Stem_Cells1		
ITGA1	Mesenchymal_Stem_Cells1		
ICAM2	Mesenchymal_Stem_Cells1		
ITGB4	Mesenchymal_Stem_Cells1		
IL3RA	Mesenchymal_Stem_Cells1		
IL4R	Mesenchymal_Stem_Cells1		
IL6R	Mesenchymal_Stem_Cells1		
IL7R	Mesenchymal_Stem_Cells1		
PDGFRA	Mesenchymal_Stem_Cells1		
MME	Mesenchymal_Stem_Cells1		
ANPEP	Mesenchymal_Stem_Cells1	CD13	adipocyte
NGFR	Mesenchymal_Stem_Cells1	CD271	
PDGFRB	Mesenchymal_Stem_Cells1		
ERBB2	Mesenchymal_Stem_Cells1	associated with EMT	
MCAM	Mesenchymal_Stem_Cells1		
POU5F1	Mesenchymal_Stem_Cells1		
TNFRSF19	Mesenchymal_Stem_Cells1		
LGR5	Mesenchymal_Stem_Cells1		
GATA6	Mesenchymal_Stem_Cells1		
LGR6	Mesenchymal_Stem_Cells1		
LRIG1	Mesenchymal_Stem_Cells1		
CD34	Mesenchymal_Stem_Cells1		
TFRC	Mesenchymal_Stem_Cells1	CD71, Transferrin Receptor	adipocyte
ITGB1	Mesenchymal_Stem_Cells1	CD29	adipocyte
CAPS	Epithelial_marker	ciliated_epithelial_marker	ciliated marker
STNM1	Epithelial_marker	HGSOC_marker	
MSLN	Epithelial_marker	secretory_epithelial_marker	mesothelial/ secretory/ epithelial and HGSOC marker
CDX2	Epithelial_marker	Gastrointestinal_marker	gastrointestinal epithelial marker (negative for HGSOC)
CRISP3	Epithelial_marker	secretory_epithelial_marker	secretory cell marker
CXCL2	Epithelial_marker	secretory_epithelial_marker	secretory cell marker
CDKN1A	Epithelial_marker	Cell_cycle	negative regulation of cell cycle
COL18A1	Epithelial_marker	HGSOC_marker	
BIRC5	Epithelial_marker	HGSOC_marker	
CD200	mesothelial_FACS		
ITGB4	mesothelial_FACS		
VCAM	mesothelial_FACS		
ICAM1	mesothelial_FACS		
MSLN	mesothelial_Si		
TJP1	mesothelial_Si		
PDPN	mesothelial_Si		
UPK3B	mesothelial_Si		
CDH1	mesothelial_Si		
KRT19	mesothelial_Si		
LRRN4	mesothelial_Si		
CALB2	mesothelial_Si		
WT1	mesothelial_Si		
KRT5	mesothelial_Si		
KRT7	mesothelial_Si		
KRT8	mesothelial_Si		
GPM6A	mesothelial_Si		
PDGFRB	mesothelial_Si		
PBX1	potential_mesothelial_TF_top50		
TCF7L2	potential_mesothelial_TF_top50		
GTF2H5	potential_mesothelial_TF_top50		
NFYB	potential_mesothelial_TF_top50		
SOX4	potential_mesothelial_TF_top50		
TEAD1	potential_mesothelial_TF_top50		
YAP1	potential_mesothelial_TF_top50		
NONO	potential_mesothelial_TF_top50		
MXI1	potential_mesothelial_TF_top50		
PROCR	potential_mesothelial_receptor_top100		
PGRMC1	potential_mesothelial_receptor_top100		
HHIP	potential_mesothelial_receptor_top100		
MET	potential_mesothelial_receptor_top100		
KDR	potential_mesothelial_receptor_top100		
EPHB6	potential_mesothelial_receptor_top100		
TNFRSF12A	potential_mesothelial_receptor_top100		
RAMP1	potential_mesothelial_receptor_top100		
SDC4	potential_mesothelial_receptor_top100		
ITGB8	potential_mesothelial_receptor_top100		
TNFRSF1A	potential_mesothelial_receptor_top100		
CAV1	potential_mesothelial_receptor_top100		
CD151	potential_mesothelial_receptor_top100		
APLP2	potential_mesothelial_receptor_top100		
SLC40A1	potential_mesothelial_receptor_top100		
CANX	potential_mesothelial_receptor_top100		
CCL2	potential_mesothelial_ligand_top100		
CTGF	potential_mesothelial_ligand_top100		
CXCL1	potential_mesothelial_ligand_top100		
IL18	potential_mesothelial_ligand_top100		
TIMP1	potential_mesothelial_ligand_top100		
SLPI	potential_mesothelial_ligand_top100		
TNFSF14	potential_mesothelial_ligand_top100		
HP	potential_mesothelial_ligand_top100		
COL8A1	potential_mesothelial_ligand_top100		
LAMB1	potential_mesothelial_ligand_top100		
RARRES2	potential_mesothelial_ligand_top100		
CFH	potential_mesothelial_ligand_top100		
EFEMP1	potential_mesothelial_ligand_top100		
LAMA4	potential_mesothelial_ligand_top100		
CYR61	potential_mesothelial_ligand_top100		
C3	potential_mesothelial_ligand_top100		
SERPING1	potential_mesothelial_ligand_top100		
SMAD3	potential_fibroblast_TF_top50		
JUNB	potential_fibroblast_TF_top50		
FOS	potential_fibroblast_TF_top50		
JUN	potential_fibroblast_TF_top50		
ITGB1	potential_fibroblast_receptor_top100		
LAMP1	potential_fibroblast_receptor_top100		
RAMP2	potential_fibroblast_receptor_top100		
LEPR	potential_fibroblast_receptor_top100		
TGFBR3	potential_fibroblast_receptor_top100		
NRP1	potential_fibroblast_receptor_top100		
EDNRB	potential_fibroblast_receptor_top100		
BOC	potential_fibroblast_receptor_top100		
CD81	potential_fibroblast_receptor_top100		
LRP1	potential_fibroblast_receptor_top100		
F3	potential_fibroblast_receptor_top100		
PDGFRB	potential_fibroblast_receptor_top100		
PDGFRA	potential_fibroblast_receptor_top100		
EGFR	potential_fibroblast_receptor_top100		
CD63	potential_fibroblast_receptor_top100		
ACKR3	potential_fibroblast_receptor_top100		
DDR2	potential_fibroblast_receptor_top100		
FGFR1	potential_fibroblast_receptor_top100		
SDC2	potential_fibroblast_receptor_top100		
AXL	potential_fibroblast_receptor_top100		
APOE	potential_fibroblast_ligand_top100		
COL1A1	potential_fibroblast_ligand_top100		
COL3A1	potential_fibroblast_ligand_top100		
VIM	potential_fibroblast_ligand_top100		
APP	potential_fibroblast_ligand_top100		
IGFBP4	potential_fibroblast_ligand_top100		
HSPG2	potential_fibroblast_ligand_top100		
GAS6	potential_fibroblast_ligand_top100		
LAMC1	potential_fibroblast_ligand_top100		
LAMA2	potential_fibroblast_ligand_top100		
SFRP1	potential_fibroblast_ligand_top100		
MYOC	potential_fibroblast_ligand_top100		
PTN	potential_fibroblast_ligand_top100		
ADM	potential_fibroblast_ligand_top100		
GPC3	potential_fibroblast_ligand_top100		
COL4A1	potential_fibroblast_ligand_top100		
APOD	potential_fibroblast_ligand_top100		
CXCL12	potential_fibroblast_ligand_top100		
COL6A3	potential_fibroblast_ligand_top100		
FBLN1	potential_fibroblast_ligand_top100		
DCN	potential_fibroblast_ligand_top100		
MMP2	potential_fibroblast_ligand_top100		
COL1A2	potential_fibroblast_ligand_top100		
COL6A2	potential_fibroblast_ligand_top100		
COL6A1	potential_fibroblast_ligand_top100		
TIMP2	potential_fibroblast_ligand_top100		
TIMP3	potential_fibroblast_ligand_top100		
FBLN2	potential_fibroblast_ligand_top100		
NID1	potential_fibroblast_ligand_top100		
