SYMBOL	group	notes	
PDCD1	Immune_Regulatory		
LAG3	Immune_Regulatory		
CD80	Immune_Regulatory		
CD86	Immune_Regulatory		
BTLA	Immune_Regulatory		
CD96	Immune_Regulatory		
CD226	Immune_Regulatory		
TIGIT	Immune_Regulatory		
PVRIG	Immune_Regulatory		
SIRPA	Immune_Regulatory		
SIRPG	Immune_Regulatory		
TNFRSF18	Immune_Regulatory		
ICOS	Immune_Regulatory		
TNFRSF9	Immune_Regulatory		
CD27	Immune_Regulatory		
TNFRSF4	Immune_Regulatory		
CD244	Immune_Regulatory		
CD40LG	Immune_Regulatory		
CD274	Immune_Regulatory		
PDCD1LG2	Immune_Regulatory		
CD80	Immune_Regulatory		
CD86	Immune_Regulatory		
ARG1	Immune_Regulatory		
TGFB1	Immune_Regulatory		
MARCO	Immune_Regulatory		
CCR2	Immune_Regulatory		
CSF1R	Immune_Regulatory		
VEGFA	Immune_Regulatory		
VEGFB	Immune_Regulatory		
TNFRSF10A	Immune_Regulatory		
TNFRSF10B	Immune_Regulatory		
THBS1	Immune_Regulatory		
PIK3CG	Immune_Regulatory		
EGF	TIME_regulation		
MMP9	TIME_regulation		
WNT7B	TIME_regulation		
ILF2	ColdTumor_ExclusionProgram_Short		
SOX4	ColdTumor_ExclusionProgram_Short		
SNHG29	ColdTumor_ExclusionProgram_Short		
PABPC1	ColdTumor_ExclusionProgram_Short		
RUVBL2	ColdTumor_ExclusionProgram_Short		
RPS24	ColdTumor_ExclusionProgram_Short		
CACYBP	ColdTumor_ExclusionProgram_Short		
PPA1	ColdTumor_ExclusionProgram_Short		
C1QBP	ColdTumor_ExclusionProgram_Short		
DARS	ColdTumor_ExclusionProgram_Short		
PAICS	ColdTumor_ExclusionProgram_Short		
SMARCA4	ColdTumor_ExclusionProgram_Short		
HSPA1A	HotTumor_ImmuneResponsive_Signature		
C4A	HotTumor_ImmuneResponsive_Signature		
CTSL1	HotTumor_ImmuneResponsive_Signature		
LAMP2	HotTumor_ImmuneResponsive_Signature		
TAPBP	HotTumor_ImmuneResponsive_Signature		
HLA-A	HotTumor_ImmuneResponsive_Signature		
HLA-B	HotTumor_ImmuneResponsive_Signature		
HLA-H	HotTumor_ImmuneResponsive_Signature		
CD59	HotTumor_ImmuneResponsive_Signature		
B2M	HotTumor_ImmuneResponsive_Signature		
HLA-C	HotTumor_ImmuneResponsive_Signature		
FGFR1	HotTumor_ImmuneResponsive_Signature		
HLA-G	HotTumor_ImmuneResponsive_Signature		
CARD16	HotTumor_ImmuneResponsive_Signature		
CD47	HotTumor_ImmuneResponsive_Signature		
AHNAK	HotTumor_ImmuneResponsive_Signature		
CAV2	HotTumor_ImmuneResponsive_Signature		
CTSD	HotTumor_ImmuneResponsive_Signature		
TIMP1	HotTumor_ImmuneResponsive_Signature		
SLC5A3	HotTumor_ImmuneResponsive_Signature		
CST3	HotTumor_ImmuneResponsive_Signature		
CD151	HotTumor_ImmuneResponsive_Signature		
HLA-E	HotTumor_ImmuneResponsive_Signature		
MIA	HotTumor_ImmuneResponsive_Signature		
CD58	HotTumor_ImmuneResponsive_Signature		
CTSB	HotTumor_ImmuneResponsive_Signature		
S100A6	HotTumor_ImmuneResponsive_Signature		
EMP1	HotTumor_ImmuneResponsive_Signature		
HLA-F	HotTumor_ImmuneResponsive_Signature		
TSC22D3	HotTumor_ImmuneResponsive_Signature		
KCNN4	HotTumor_ImmuneResponsive_Signature		
MT2A	HotTumor_ImmuneResponsive_Signature		
ADAM8	Macrophage_ColdTumor_ImmuneResistant_Signature		
ALDOA	Macrophage_ColdTumor_ImmuneResistant_Signature		
ANGPTL4	Macrophage_ColdTumor_ImmuneResistant_Signature		
C19orf59	Macrophage_ColdTumor_ImmuneResistant_Signature		
CD300E	Macrophage_ColdTumor_ImmuneResistant_Signature		
CD55	Macrophage_ColdTumor_ImmuneResistant_Signature		
CD82	Macrophage_ColdTumor_ImmuneResistant_Signature		
CDA	Macrophage_ColdTumor_ImmuneResistant_Signature		
CYTIP	Macrophage_ColdTumor_ImmuneResistant_Signature		
DDIT4	Macrophage_ColdTumor_ImmuneResistant_Signature		
DUSP6	Macrophage_ColdTumor_ImmuneResistant_Signature		
EIF1	Macrophage_ColdTumor_ImmuneResistant_Signature		
EMP3	Macrophage_ColdTumor_ImmuneResistant_Signature		
ENO2	Macrophage_ColdTumor_ImmuneResistant_Signature		
FLNA	Macrophage_ColdTumor_ImmuneResistant_Signature		
FXYD5	Macrophage_ColdTumor_ImmuneResistant_Signature		
GAPDH	Macrophage_ColdTumor_ImmuneResistant_Signature		
GPI	Macrophage_ColdTumor_ImmuneResistant_Signature		
IL8	Macrophage_ColdTumor_ImmuneResistant_Signature		
LGALS1	Macrophage_ColdTumor_ImmuneResistant_Signature		
LSP1	Macrophage_ColdTumor_ImmuneResistant_Signature		
MTHFS	Macrophage_ColdTumor_ImmuneResistant_Signature		
MYADM	Macrophage_ColdTumor_ImmuneResistant_Signature		
MYO1G	Macrophage_ColdTumor_ImmuneResistant_Signature		
PGAM1	Macrophage_ColdTumor_ImmuneResistant_Signature		
S100A10	Macrophage_ColdTumor_ImmuneResistant_Signature		
S100A12	Macrophage_ColdTumor_ImmuneResistant_Signature		
S100A4	Macrophage_ColdTumor_ImmuneResistant_Signature		
S100A6	Macrophage_ColdTumor_ImmuneResistant_Signature		
S100A8	Macrophage_ColdTumor_ImmuneResistant_Signature		
S100A9	Macrophage_ColdTumor_ImmuneResistant_Signature		
SLC11A1	Macrophage_ColdTumor_ImmuneResistant_Signature		
STK10	Macrophage_ColdTumor_ImmuneResistant_Signature		
STK17B	Macrophage_ColdTumor_ImmuneResistant_Signature		
TREM1	Macrophage_ColdTumor_ImmuneResistant_Signature		
VCAN	Macrophage_ColdTumor_ImmuneResistant_Signature		
VIM	Macrophage_ColdTumor_ImmuneResistant_Signature		
TOX	Tcell_infiltration		
IRF8	Tcell_infiltration		
ENG	Mesenchymal_Stem_Cell2_Adipose	CD105	
CD44	Mesenchymal_Stem_Cell2_Adipose		
NT5E	Mesenchymal_Stem_Cell2_Adipose	CD73	
THY1	Mesenchymal_Stem_Cell2_Adipose	CD90	
CD59	Mesenchymal_Stem_Cell2_Adipose		
ITGB1	Mesenchymal_Stem_Cell2_Adipose	CD29	
CD44	Mesenchymal_Stem_Cells1		
THY1	Mesenchymal_Stem_Cells1	CD90	major marker
ENG	Mesenchymal_Stem_Cells1	CD105	major marker
VCAM1	Mesenchymal_Stem_Cells1		
ALCAM	Mesenchymal_Stem_Cells1	CD166	adipocyte
ITGB1	Mesenchymal_Stem_Cells1		
ITGAV	Mesenchymal_Stem_Cells1		
NT5E	Mesenchymal_Stem_Cells1	CD73	major marker
ICAM1	Mesenchymal_Stem_Cells1		
CD58	Mesenchymal_Stem_Cells1		
ITGB3	Mesenchymal_Stem_Cells1		
SELL	Mesenchymal_Stem_Cells1		
ITGA5	Mesenchymal_Stem_Cells1		
ITGA4	Mesenchymal_Stem_Cells1		
ITGA3	Mesenchymal_Stem_Cells1		
ITGA2	Mesenchymal_Stem_Cells1		
ITGA1	Mesenchymal_Stem_Cells1		
ICAM2	Mesenchymal_Stem_Cells1		
ITGB4	Mesenchymal_Stem_Cells1		
IL3RA	Mesenchymal_Stem_Cells1		
IL4R	Mesenchymal_Stem_Cells1		
IL6R	Mesenchymal_Stem_Cells1		
IL7R	Mesenchymal_Stem_Cells1		
PDGFRA	Mesenchymal_Stem_Cells1		
MME	Mesenchymal_Stem_Cells1		
ANPEP	Mesenchymal_Stem_Cells1	CD13	adipocyte
NGFR	Mesenchymal_Stem_Cells1	CD271	
PDGFRB	Mesenchymal_Stem_Cells1		
ERBB2	Mesenchymal_Stem_Cells1	associated with EMT	
MCAM	Mesenchymal_Stem_Cells1		
POU5F1	Mesenchymal_Stem_Cells1		
TNFRSF19	Mesenchymal_Stem_Cells1		
LGR5	Mesenchymal_Stem_Cells1		
GATA6	Mesenchymal_Stem_Cells1		
LGR6	Mesenchymal_Stem_Cells1		
LRIG1	Mesenchymal_Stem_Cells1		
CD34	Mesenchymal_Stem_Cells1		
TFRC	Mesenchymal_Stem_Cells1	CD71, Transferrin Receptor	adipocyte
ITGB1	Mesenchymal_Stem_Cells1	CD29	adipocyte
CAPS	Epithelial_marker	ciliated_epithelial_marker	ciliated marker
STNM1	Epithelial_marker	HGSOC_marker	
MSLN	Epithelial_marker	secretory_epithelial_marker	mesothelial_ secretory_ epithelial and HGSOC marker
CDX2	Epithelial_marker	Gastrointestinal_marker	gastrointestinal epithelial marker (negative for HGSOC)
CRISP3	Epithelial_marker	secretory_epithelial_marker	secretory cell marker
CXCL2	Epithelial_marker	secretory_epithelial_marker	secretory cell marker
CDKN1A	Epithelial_marker	Cell_cycle	negative regulation of cell cycle
COL18A1	Epithelial_marker	HGSOC_marker	
BIRC5	Epithelial_marker	HGSOC_marker	
CD200	mesothelial_FACS		
ITGB4	mesothelial_FACS		
VCAM	mesothelial_FACS		
ICAM1	mesothelial_FACS		
MSLN	mesothelial_Si		
TJP1	mesothelial_Si		
PDPN	mesothelial_Si		
UPK3B	mesothelial_Si		
CDH1	mesothelial_Si		
KRT19	mesothelial_Si		
LRRN4	mesothelial_Si		
CALB2	mesothelial_Si		
WT1	mesothelial_Si		
KRT5	mesothelial_Si		
KRT7	mesothelial_Si		
KRT8	mesothelial_Si		
GPM6A	mesothelial_Si		
PDGFRB	mesothelial_Si		
PBX1	potential_mesothelial_TF_top50		
TCF7L2	potential_mesothelial_TF_top50		
GTF2H5	potential_mesothelial_TF_top50		
NFYB	potential_mesothelial_TF_top50		
SOX4	potential_mesothelial_TF_top50		
TEAD1	potential_mesothelial_TF_top50		
YAP1	potential_mesothelial_TF_top50		
NONO	potential_mesothelial_TF_top50		
MXI1	potential_mesothelial_TF_top50		
PROCR	potential_mesothelial_receptor_top100		
PGRMC1	potential_mesothelial_receptor_top100		
HHIP	potential_mesothelial_receptor_top100		
MET	potential_mesothelial_receptor_top100		
KDR	potential_mesothelial_receptor_top100		
EPHB6	potential_mesothelial_receptor_top100		
TNFRSF12A	potential_mesothelial_receptor_top100		
RAMP1	potential_mesothelial_receptor_top100		
SDC4	potential_mesothelial_receptor_top100		
ITGB8	potential_mesothelial_receptor_top100		
TNFRSF1A	potential_mesothelial_receptor_top100		
CAV1	potential_mesothelial_receptor_top100		
CD151	potential_mesothelial_receptor_top100		
APLP2	potential_mesothelial_receptor_top100		
SLC40A1	potential_mesothelial_receptor_top100		
CANX	potential_mesothelial_receptor_top100		
CCL2	potential_mesothelial_ligand_top100		
CTGF	potential_mesothelial_ligand_top100		
CXCL1	potential_mesothelial_ligand_top100		
IL18	potential_mesothelial_ligand_top100		
TIMP1	potential_mesothelial_ligand_top100		
SLPI	potential_mesothelial_ligand_top100		
TNFSF14	potential_mesothelial_ligand_top100		
HP	potential_mesothelial_ligand_top100		
COL8A1	potential_mesothelial_ligand_top100		
LAMB1	potential_mesothelial_ligand_top100		
RARRES2	potential_mesothelial_ligand_top100		
CFH	potential_mesothelial_ligand_top100		
EFEMP1	potential_mesothelial_ligand_top100		
LAMA4	potential_mesothelial_ligand_top100		
CYR61	potential_mesothelial_ligand_top100		
C3	potential_mesothelial_ligand_top100		
SERPING1	potential_mesothelial_ligand_top100		
SMAD3	potential_fibroblast_TF_top50		
JUNB	potential_fibroblast_TF_top50		
FOS	potential_fibroblast_TF_top50		
JUN	potential_fibroblast_TF_top50		
ITGB1	potential_fibroblast_receptor_top100		
LAMP1	potential_fibroblast_receptor_top100		
RAMP2	potential_fibroblast_receptor_top100		
LEPR	potential_fibroblast_receptor_top100		
TGFBR3	potential_fibroblast_receptor_top100		
NRP1	potential_fibroblast_receptor_top100		
EDNRB	potential_fibroblast_receptor_top100		
BOC	potential_fibroblast_receptor_top100		
CD81	potential_fibroblast_receptor_top100		
LRP1	potential_fibroblast_receptor_top100		
F3	potential_fibroblast_receptor_top100		
PDGFRB	potential_fibroblast_receptor_top100		
PDGFRA	potential_fibroblast_receptor_top100		
EGFR	potential_fibroblast_receptor_top100		
CD63	potential_fibroblast_receptor_top100		
ACKR3	potential_fibroblast_receptor_top100		
DDR2	potential_fibroblast_receptor_top100		
FGFR1	potential_fibroblast_receptor_top100		
SDC2	potential_fibroblast_receptor_top100		
AXL	potential_fibroblast_receptor_top100		
APOE	potential_fibroblast_ligand_top100		
COL1A1	potential_fibroblast_ligand_top100		
COL3A1	potential_fibroblast_ligand_top100		
VIM	potential_fibroblast_ligand_top100		
APP	potential_fibroblast_ligand_top100		
IGFBP4	potential_fibroblast_ligand_top100		
HSPG2	potential_fibroblast_ligand_top100		
GAS6	potential_fibroblast_ligand_top100		
LAMC1	potential_fibroblast_ligand_top100		
LAMA2	potential_fibroblast_ligand_top100		
SFRP1	potential_fibroblast_ligand_top100		
MYOC	potential_fibroblast_ligand_top100		
PTN	potential_fibroblast_ligand_top100		
ADM	potential_fibroblast_ligand_top100		
GPC3	potential_fibroblast_ligand_top100		
COL4A1	potential_fibroblast_ligand_top100		
APOD	potential_fibroblast_ligand_top100		
CXCL12	potential_fibroblast_ligand_top100		
COL6A3	potential_fibroblast_ligand_top100		
FBLN1	potential_fibroblast_ligand_top100		
DCN	potential_fibroblast_ligand_top100		
MMP2	potential_fibroblast_ligand_top100		
COL1A2	potential_fibroblast_ligand_top100		
COL6A2	potential_fibroblast_ligand_top100		
COL6A1	potential_fibroblast_ligand_top100		
TIMP2	potential_fibroblast_ligand_top100		
TIMP3	potential_fibroblast_ligand_top100		
FBLN2	potential_fibroblast_ligand_top100		
NID1	potential_fibroblast_ligand_top100		
CSF1	erythroid_cells		
KIT	erythroid_cells		
HBB	erythroid_cells		
HBD	erythroid_cells		
GYPA	erythroid_cells		
CIITA	HLA-DR_positive	na	na
IRF1	HLA-DR_positive	na	na
STAT1	HLA-DR_positive	na	na
CDX2	Trophoblast_signature	na	na
TEAD4	Trophoblast_signature	na	na
GATA2	Trophoblast_signature	na	na
GATA3	Trophoblast_signature	na	na
KRT18	Trophoblast_signature	na	na
CGB1	Trophoblast_signature	na	na
CGB2	Trophoblast_signature	na	na
CGB3	Trophoblast_signature	na	na
CGB5	Trophoblast_signature	na	na
CGB7	Trophoblast_signature	na	na
CGB8	Trophoblast_signature	na	na
GNRH2	Trophoblast_signature	na	na
GNRH1	Trophoblast_signature	na	na
GNRHR	Trophoblast_signature	na	na
LGALS13	Trophoblast_signature	na	na
KRT7	Trophoblast_signature	na	na
TFAP2C	Trophoblast_signature	na	na
CYP19A1	Trophoblast_signature	na	na
ISNL4	Trophoblast_signature	na	na
LCMT1-AS2	Trophoblast_signature	na	na
SLC52A1	Trophoblast_signature	na	na
SLC13A4	Trophoblast_signature	na	na
GDF15	Trophoblast_signature	na	na
PERP	Trophoblast_signature	na	na
CDX2	Trophoblast_Stem_Cell	na	na
SOX2	Trophoblast_Stem_Cell	na	na
TFAP2C	Trophoblast_Stem_Cell	na	na
NPNT	Trophoblast_Stem_Cell	na	na
IFI6	Trophoblast_Stem_Cell	na	na
MUC15	Trophoblast_Stem_Cell	na	na
ARHGAP18	Trophoblast_Stem_Cell	na	na
RSPO2	Trophoblast_Stem_Cell	na	na
REN	Endocrine_3	renin	
ATP6AP2	Endocrine_3	ATPase H+ transporting accessory protein 2, renin receptor	
LEP	Endocrine_3	leptin	
LEPR	Endocrine_3	leptin receptor	
ADIPOQ	Endocrine_3	adiponectin, C1Q and collagen domain containing, adipose most abundant gene transcript 1	
ADIPOR1	Endocrine_3	adiponectin receptor 1	
ADIPOR2	Endocrine_3	adiponectin receptor 2	
PTGDS	Endocrine_3	prostaglandin D2 synthase	
PTGER1	Endocrine_3	prostaglandin E receptor 1	
PTGER2	Endocrine_3	prostaglandin E receptor 2	
GHRL	Endocrine_3	ghrelin and obestatin prepropeptide	
MBOAT4	Endocrine_3	membrane bound O-acyltransferase domain containing 4, ghrelin O-acyltransferase	
HCRT	Endocrine_3	hypocretin neuropeptide precursor, prepro-orexin	
HCRTR1	Endocrine_3	hypocretin / orexin receptor 1	
HCRTR2	Endocrine_3	hypocretin / orexin receptor 2	
RLN1	Endocrine_3	relaxin 1	
RLN2	Endocrine_3	relaxin 2	
RLN3	Endocrine_3	relaxin 3	
RXFP1	Endocrine_3	relaxin family peptide receptor 1	
RXFP2	Endocrine_3	relaxin family peptide receptor 2	
GNRH1	Endocrine_2	gonadotropin releasing hormone 1, leuteinizing-releasing hormone	
CGB1	Endocrine_2	chorionic gonadotropin subunit beta 1	
CGB2	Endocrine_2	chorionic gonadotropin subunit beta 2	
GNRH2	Endocrine_2	gonadotropin releasing hormone 2	
GNRHR	Endocrine_2	gonadotropin releasing hormone receptor	
TRH	Endocrine_2	thyrotropin releasing hormone	
TRHR	Endocrine_2	thyrotropin releasing hormone receptor	
TSHB	Endocrine_2	thyroid stimulating hormone subunit beta	
GH2	Endocrine_2	growth hormone 2, placental-specific growth hormone	
PTH	Endocrine_2	parathyroid hormone	
GH1	Endocrine_2	pituitary growth hormone, somatotropin	
GHR	Endocrine_2	growth hormone receptor	
CRH	Endocrine_2	corticotropin releasing hormone	
CRHR1	Endocrine_2	corticotropin releasing hormone receptor 1	
CRHR2	Endocrine_2	corticotropin releasing hormone receptor 2	
CSH1	Endocrine_2	chorionic somatomammotropin hormone 1, placental lactogen	
CSH2	Endocrine_2	chorionic somatomammotropin hormone 2, placental lactogen	
PRLH	Endocrine_2	prolactin releasing hormone	
PRLHR	Endocrine_2	prolactin releasing hormone receptor	
PRL	Endocrine_2	prolactin	
PRLR	Endocrine_2	prolactin receptor	
PGR	Endocrine_2	progesterone receptor	
DEPP1	Endocrine_2	DEPP1 autophagy regulator, decidual protein induced by progesterone, fasting induced, fat-specific expressed gene	
HSD17B1	Endocrine_2	hydroxysteroid 17-beta dehydrogenase 1, Estradiol 17-beta-dehydrogenase-1	
HSD17B4	Endocrine_2	hydroxysteroid 17-beta dehydrogenase 4, 17beta-estradiol dehydrogenase type IV	
ACE2	Endocrine_2	angiotensin converting enzyme 2	
ACE	Endocrine_2	angiotensin I converting enzyme, CD143	
AGTR1	Endocrine_2	angiotensin II receptor type 1	
AGTR2	Endocrine_2	angiotensin II receptor type 2	
GPX3	Adipose_healthy		
ZNF423	Adipose_healthy		
PPARG	Adipose_healthy		
ADIPOQ	Adipose_healthy	adipocyte genes	
WISP2	Adipose_Type2Diabetes	in undifferentiated mesenchymal cells, activator of canonical WNT signaling,  WISP2 is a novel secreted regulator of mesenchymal tissue cellularity	
ATF3	Adipose_Type2Diabetes		
DLK1	Adipose_Type2Diabetes	Notch ligand (Pref-1)	
WNT10B	Adipose_Type2Diabetes		
LEP	Adipose_Type2Diabetes	high leptin	
ST11	Endocrine_1	suppression of tumorigenicity 11, Pancreatic endocrine tumor suppressor 	
MEN1	Endocrine_1	menin 1, multiple endocrine neoplasia I 	
RESP18	Endocrine_1	regulated endocrine specific protein 18	
SULT1E1	Endocrine_1	sulfotransferase, estrogen-preferring	
GPER1	Endocrine_1	G protein-coupled estrogen receptor 1	
ESRRB	Endocrine_1	estrogen related receptor beta	
ESRRA	Endocrine_1	estrogen related receptor alpha	
ERLNC1	Endocrine_1	estrogen receptor responsive lncRNA 1	
ESR1	Endocrine_1	estrogen receptor 1	
ESR2	Endocrine_1	estrogen receptor 2	
BCAR4	Endocrine_1	breast cancer anti-estrogen resistance 4	
MEDAG	Endocrine_1	mesenteric estrogen dependent adipogenesis	
GREB1	Endocrine_1	growth regulating estrogen receptor binding 1	
AR	Endocrine_1	androgen receptor	
AIG1	Endocrine_1	androgen induced 1	
C1orf116	Endocrine_1	specifically androgen-regulated gene	
JPT1	Endocrine_1	Jupiter microtubule associated homolog 1,  androgen-regulated protein 2	
SHBG	Endocrine_1	sex hormone binding globulin, androgen binding protein	
RDH11	Endocrine_1	retinol dehydrogenase 11, androgen-regulated short-chain dehydrogenase/reductase 1	
LHB	Endocrine_1	luteinizing hormone subunit beta	
CGA	Endocrine_1	glycoprotein hormones, alpha polypeptide, follicle-stimulating hormone alpha subunit, chorionic gonadotropin, alpha polypeptide, luteinizing hormone alpha chain	
FSHB	Endocrine_1	follicle stimulating hormone subunit beta	
FSHR	Endocrine_1	follicle stimulating hormone receptor	
LHCGR	Endocrine_1	luteinizing hormone/choriogonadotropin receptor	
GHRH	Endocrine_1	growth hormone releasing hormone	
GHRHR	Endocrine_1	growth hormone releasing hormone receptor	
THRB	Endocrine_1	thyroid hormone receptor beta	
THRA	Endocrine_1	thyroid hormone receptor alpha	
AMH	Endocrine_1	anti-Mullerian hormone	
AMHR2	Endocrine_1	anti-Mullerian hormone receptor type 2	
CRHBP	Endocrine_1	corticotropin releasing hormone binding protein	
LOX	Adipocyte_Mature		
PPARG	Adipocyte_Mature		
CEBPA	Adipocyte_Mature		
P2RX5	Adipocyte_Marker		
SLC36A2	Adipocyte_Marker		
SREBP1	Adipocyte_Marker		
ADD1	Adipocyte_Marker		
SLC7A10	Adipocyte_Marker		
PNPLA2	Adipocyte_Marker		
CAV1	Adipocyte_Marker		
FABP4	Adipocyte_Marker		
LMNB1	Adipocyte_Marker		
ARF6	Adipocyte_Marker		
ACOX1	Adipocyte_Marker		
ACOX2	Adipocyte_Marker		
LPIN1	Adipocyte_Marker		
PLIN1	Adipocyte_Marker		
LEP	Adipocyte_Marker		
LPL	Adipocyte_Marker		
SLC2A4	Adipocyte_Marker		
ADIPOQ	Adipocyte_Marker		
ZNF423	Adipocyte_Marker		
ITLN1	Adipocyte_Marker		
APOE	Adipocyte_Marker		
CD36	Adipocyte_Marker		
RXRA	Adipocyte_Marker		
LOX	Adipocyte_Marker		
HOXC8	White_Adipocyte_Marker		
HOXC9	White_Adipocyte_Marker		
UCP1	Brown_Adipocyte_Marker		
CIDEA	Brown_Adipocyte_Marker		
PRDM16	Brown_Adipocyte_Marker		
ZIC1	Brown_Adipocyte_Marker		
LHX8	Brown_Adipocyte_Marker		
MPZL2	Brown_Adipocyte_Marker		
EPSTI1	Brown_Adipocyte_Marker		
MYF5	Brown_Adipocyte_Marker		
SOD2	Brown_Adipocyte_Marker		
EBF2	Brown_Adipocyte_Marker		
TNFRSF9	Beige_Adipocyte_Marker		
TMEM26	Beige_Adipocyte_Marker		
TBX1	Beige_Adipocyte_Marker		
CITED1	Beige_Adipocyte_Marker		
SHOX2	Beige_Adipocyte_Marker		
PLA2G2A	Beige_Adipocyte_Marker		
SOD2	Beige_Adipocyte_Marker		
EBF2	Beige_Adipocyte_Marker		
CD34	Adipocyte_Precursor		
CD24	Adipocyte_Precursor		
PDGFRA	Adipocyte_Precursor		
PPARG	Adipocyte_Precursor		
CEBPA	Adipocyte_Precursor		
CEBPB	Adipocyte_Precursor		
PAX3	Adipocyte_Precursor		
FABP4	Adipocyte_Precursor		
KMT2C	Adipocyte_Precursor		
KMT2D	Adipocyte_Precursor		
PRMT5	Adipocyte_Precursor		
PRMT6	Adipocyte_Precursor		
SIRT7	Adipocyte_Precursor		
SIRT2	Adipocyte_Precursor		
LPIN1	Adipocyte_Precursor		
PLIN1	Adipocyte_Precursor		
LEP	Adipocyte_Precursor		
LPL	Adipocyte_Precursor		
SLC2A4	Adipocyte_Precursor		
AGPAT2	Adipocyte_Precursor		
METTL4	Adipocyte_Precursor		
ZNF234	Adipocyte_Precursor		
KLF5	Adipocyte_Precursor		
COL4A1	Adipocyte_Precursor		
AOC3	Adipocyte_Precursor		
ICAM1	Adipocyte_Precursor		
PI16	Adipocyte_Precursor		
DPP4	Adipocyte_Precursor		
CD55	Adipocyte_Precursor		
MFAP5	Adipocyte_Precursor		
APOD	Adipocyte_Precursor		
MGP	Adipocyte_Precursor		
ITGB1	Adipocyte_Precursor		
ANPEP	Adipocyte_Precursor		
CD44	Adipocyte_Precursor		
NT5E	Adipocyte_Precursor		
THY1	Adipocyte_Precursor		
F3	Adipocyte_Precursor		
CD9	Adipocyte_Precursor		
MME	Adipocyte_Precursor		
CD200	Adipocyte_Precursor		
CSPG4	Adipocyte_Precursor		
LOX	Adipocyte_Precursor		
CFD	Adipocyte_Precursor		
DPT	Adipocyte_Precursor		
GPX3	Adipocyte_Precursor		
EIF1	Adipocyte_Precursor		
C1S	Adipocyte_Precursor		
ADH1B	Adipocyte_Precursor		
ETS2	Adipocyte_Precursor		
CXCL14	Adipocyte_Precursor		
WISP2	Adipocyte_Precursor		
CD36	Adipocyte_Precursor		
FSTL3	EVT1_exploratory		
QSOX1	EVT1_exploratory		
FLT1	EVT1_exploratory		
EBI1	EVT1_exploratory		
KRT19	EVT1_exploratory		
FN1	EVT1_exploratory		
MFAP5	EVT1_exploratory		
TPM1	EVT1_exploratory		
ADAM12	EVT1_exploratory		
KRT8	EVT1_exploratory		
PRSS8	EVT1_exploratory		
EFNA1	EVT1_exploratory		
PTPRF	EVT1_exploratory		
C12orf75	EVT1_exploratory		
NOTUM	EVT1_exploratory		
TFPI	EVT1_exploratory		
PGF	EVT1_exploratory		
IGF2	EVT1_exploratory		
HLA-G	EVT1_exploratory		
CDKN1C	EVT1_exploratory		
ISM2	EVT1_exploratory		
ITGA5	EVT1_exploratory		
HN1	EVT1_exploratory		
DIO2	EVT1_exploratory		
ASCL2	EVT1_exploratory		
S100P	EVT1_exploratory		
HPGD	EVT1_exploratory		
BZW2	EVT1_exploratory		
ADM	EVT1_exploratory		
SLC16A3	EVT1_exploratory		
CCNE1	EVT2_exploratory		
KRT19	EVT2_exploratory		
PGF	EVT2_exploratory		
HAPLN3	EVT2_exploratory		
SLC16A3	EVT2_exploratory		
LY6E	EVT2_exploratory		
FSTL3	EVT2_exploratory		
GCSH	EVT2_exploratory		
CCNB1	EVT2_exploratory		
DIO2	EVT2_exploratory		
QSOX1	EVT2_exploratory		
MFAP5	EVT2_exploratory		
PPP1R14B	EVT2_exploratory		
BZW2	EVT2_exploratory		
SLCO4A1	EVT2_exploratory		
KRT8	EVT2_exploratory		
EFNA1	EVT2_exploratory		
C1QTNF6	EVT2_exploratory		
CA2	EVT2_exploratory		
TPM1	EVT2_exploratory		
ASCL2	EVT2_exploratory		
CKS1B	EVT2_exploratory		
MYCNUT	EVT2_exploratory		
TAGLN2	EVT2_exploratory		
C12orf75	EVT2_exploratory		
MT1E	EVT2_exploratory		
CAPN6	EVT2_exploratory		
XAGE2	EVT2_exploratory		
TUBA1C	EVT2_exploratory		
GAPDH	EVT2_exploratory		
STMN1	VCT1_exploratory		
HMGB2	VCT1_exploratory		
H2AFZ	VCT1_exploratory		
TYMS	VCT1_exploratory		
CKS1B	VCT1_exploratory		
BIRC5	VCT1_exploratory		
TUBA1B	VCT1_exploratory		
TK1	VCT1_exploratory		
HMGB1	VCT1_exploratory		
HMGA1	VCT1_exploratory		
GGH	VCT1_exploratory		
NUSAP1	VCT1_exploratory		
GGCT	VCT1_exploratory		
KIAA0101	VCT1_exploratory		
HMGN2	VCT1_exploratory		
ZWINT	VCT1_exploratory		
CCNA2	VCT1_exploratory		
TOP2A	VCT1_exploratory		
CCNB2	VCT1_exploratory		
PRDX2	VCT1_exploratory		
RAN	VCT1_exploratory		
SNRPD1	VCT1_exploratory		
TUBB	VCT1_exploratory		
PEG10	VCT1_exploratory		
PCNA	VCT1_exploratory		
SNRPG	VCT1_exploratory		
PRC1	VCT1_exploratory		
PAGE4	VCT1_exploratory		
UBE2T	VCT1_exploratory		
VGLL1	VCT1_exploratory		
PAGE4	VCT2_exploratory		
SPINT1	VCT2_exploratory		
ISYNA1	VCT2_exploratory		
PEG10	VCT2_exploratory		
FXYD3	VCT2_exploratory		
SPINT2	VCT2_exploratory		
SLC22A11	VCT2_exploratory		
SMAGP	VCT2_exploratory		
VGLL1	VCT2_exploratory		
TINAGL1	VCT2_exploratory		
PHLDA2	VCT2_exploratory		
